conversation_id,timestamp,customer_id,conversation_text,intent,channel,resolved,escalated,response_time_seconds,conversation_length
CONV-00035,2026-05-30 19:21:00,CUST-4150,"Customer: Hello, The export button isn't working, nothing downloads.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: Still getting the same error. This is the third time I'm trying.
Bot: We had a brief service disruption that is now fixed. Could you try again?
Customer: I want to talk to a human agent.
Bot: I'm transferring you to a human agent now. Please hold on.
Agent: I've reproduced the issue and pushed a fix to your account settings. Please restart the app.
Customer: I'll wait for the follow-up, but I'm not happy.",Technical Issue,web,False,True,19.2,8
CONV-00027,2026-06-01 07:22:00,CUST-2489,"Customer: Hello, I'm not able to sign in on the mobile app.
Bot: I've sent a new password reset link. Please check your spam folder as well; the link is valid for 30 minutes.
Customer: Thanks, that's helpful.
Bot: You're welcome! Have a great day.",Account/Login,messaging,True,False,2.8,4
CONV-00062,2026-06-01 16:47:00,CUST-4527,"Customer: Hello, Can I change the delivery address for my order?
Bot: I've updated the delivery address. You'll receive a confirmation email shortly.
Customer: Perfect, thank you so much.
Bot: You're welcome! Have a great day.",Order/Transaction,web,True,False,5.4,4
CONV-00040,2026-06-02 10:55:00,CUST-6313,"Customer: My payment went through but the invoice still shows as unpaid.
Bot: The late fee was applied because the payment was received after the due date. I've applied a one-time courtesy waiver.
Customer: Perfect, thank you so much.
Bot: Happy to help. Your issue has been marked as resolved.",Billing,web,True,False,1.6,4
CONV-00177,2026-06-02 12:35:00,CUST-1916,"Customer: How do I track my shipment?
Bot: Sorry about that. I've arranged a free pickup and a replacement for the correct item.
Customer: That solved it, thanks.
Bot: Glad I could help! Is there anything else I can do for you?",Order/Transaction,web,True,False,2.3,4
CONV-00145,2026-06-03 08:22:00,CUST-9348,"Customer: Hello, Notifications stopped working on my phone.
Bot: We had a brief service disruption that is now fixed. Could you try again?
Customer: That solved it, thanks.
Bot: Happy to help. Your issue has been marked as resolved.",Technical Issue,mobile_app,True,False,5.7,4
CONV-00194,2026-06-03 09:33:00,CUST-5012,"Customer: The export button isn't working, nothing downloads.
Bot: Please check that notifications are enabled for the app in your phone settings.
Customer: Great, that worked. Thanks!
Bot: Glad I could help! Is there anything else I can do for you?",Technical Issue,messaging,True,False,5.5,4
CONV-00164,2026-06-03 11:04:00,CUST-5422,"Customer: I want to give some feedback about the new design.
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: You're not understanding my question.
Bot: Thanks for the feedback, I've passed it on to our product team.
Customer: Okay, got it. Thanks for the help.
Bot: You're welcome! Have a great day.",Other,web,True,False,2.3,6
CONV-00048,2026-06-03 16:42:00,CUST-4923,"Customer: My payment failed but money was deducted from my account.
Bot: I've updated the delivery address. You'll receive a confirmation email shortly.
Customer: That solved it, thanks.
Bot: Happy to help. Your issue has been marked as resolved.",Order/Transaction,web,True,False,5.8,4
CONV-00152,2026-06-03 17:16:00,CUST-9317,"Customer: My payment failed but money was deducted from my account.
Bot: Sorry about that. I've arranged a free pickup and a replacement for the correct item.
Customer: Thanks, that's helpful.
Bot: Glad I could help! Is there anything else I can do for you?",Order/Transaction,messaging,True,False,4.9,4
CONV-00104,2026-06-03 18:59:00,CUST-8573,"Customer: Hi. Can I change the delivery address for my order?
Bot: Failed payments are automatically reversed by the bank within 5-7 business days.
Customer: That solved it, thanks.
Bot: Happy to help. Your issue has been marked as resolved.",Order/Transaction,mobile_app,True,False,5.1,4
CONV-00114,2026-06-04 12:37:00,CUST-8527,"Customer: Do you have a loyalty programme?
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: Where exactly on the page? I can't find it.
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: This isn't helping. Forget it.",General Query,web,False,False,5.7,5
CONV-00052,2026-06-04 15:52:00,CUST-6168,"Customer: Hello, Can I get a refund instead of store credit?
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: It has been more than 7 business days already.
Bot: I'm sorry the product was damaged. I've initiated a full refund; no return is needed.
Customer: That solved it, thanks.
Bot: You're welcome! Have a great day.",Refund,mobile_app,True,False,1.5,6
CONV-00087,2026-06-04 19:29:00,CUST-1520,"Customer: Hi, I was charged twice for my subscription this month.
Bot: I can see a duplicate charge on your account. I've raised a reversal and it should reflect in 3-5 business days.
Customer: Thanks, that's helpful.
Bot: Happy to help. Your issue has been marked as resolved.",Billing,web,True,False,4.1,4
CONV-00024,2026-06-04 20:53:00,CUST-5371,"Customer: Hello, Does the app work offline?
Bot: Yes, we ship to most countries. Shipping costs are shown at checkout.
Customer: That solved it, thanks.
Bot: Happy to help. Your issue has been marked as resolved.",Product Information,messaging,True,False,5.6,4
CONV-00084,2026-06-05 13:57:00,CUST-5040,"Customer: Hi. I want a refund for a product that arrived damaged.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: It has been more than 7 business days already.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: I want to talk to a human agent.
Bot: Sorry, all our agents are busy right now. Please try again later.
Customer: Never mind.",Refund,mobile_app,False,False,5.0,7
CONV-00036,2026-06-06 13:05:00,CUST-7916,"Customer: I'm getting a blank screen after the latest update.
Bot: Try logging out and back in, then retry the export. It should download as a CSV file.
Customer: Thanks, that's helpful.
Bot: Glad I could help! Is there anything else I can do for you?",Technical Issue,web,True,False,2.6,4
CONV-00189,2026-06-06 21:00:00,CUST-6514,"Customer: My refund was approved but the amount is less than what I paid.
Bot: I can help with that. Could you share a few more details?
Customer: It has been more than 7 business days already.
Bot: Refunds are issued to the original payment method within 5-7 business days after we receive the return.
Customer: Transfer me to customer service, this bot isn't helping.
Bot: I'm transferring you to a human agent now. Please hold on.
Agent: Hi, I'm a refunds specialist. I've escalated your refund to priority processing; you'll receive it within 48 hours.
Customer: Thank you, that's sorted then.",Refund,messaging,True,True,11.0,8
CONV-00023,2026-06-06 21:03:00,CUST-2674,"Customer: Hey, I've contacted support four times about the same problem and it's still not fixed.
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: I don't want an apology, I want this fixed.
Bot: I'm really sorry about your experience. I've logged a formal complaint and a team member will follow up within 24 hours.
Customer: I want to talk to a human agent.
Bot: I'm transferring you to a human agent now. Please hold on.
Agent: I'm sorry for the repeated trouble. I've arranged a replacement and a goodwill credit.
Customer: Okay, thank you for fixing it.",Complaint,web,True,True,22.7,8
CONV-00010,2026-06-07 07:42:00,CUST-6168,"Customer: Hello, Notifications stopped working on my phone.
Bot: Try logging out and back in, then retry the export. It should download as a CSV file.
Customer: Thanks, that's helpful.
Bot: Happy to help. Your issue has been marked as resolved.",Technical Issue,messaging,True,False,5.2,4
CONV-00157,2026-06-07 08:14:00,CUST-8962,"Customer: Hi. Can you explain the late fee on my latest bill?
Bot: The late fee was applied because the payment was received after the due date. I've applied a one-time courtesy waiver.
Customer: Thanks, that's helpful.
Bot: Glad I could help! Is there anything else I can do for you?",Billing,web,True,False,2.5,4
CONV-00182,2026-06-08 15:38:00,CUST-4483,"Customer: Hello, How long does a refund take?
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: It has been more than 7 business days already.
Bot: Your refund was processed on the 3rd. It usually takes 5-7 business days to reach your bank.
Customer: Thanks, that's helpful.
Bot: You're welcome! Have a great day.",Refund,messaging,True,False,3.9,6
CONV-00218,2026-06-09 16:11:00,CUST-1106,"Customer: Hello, My payment went through but the invoice still shows as unpaid.
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: Again, the amount on my bill is wrong.
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: That doesn't answer my question at all.",Billing,web,False,False,3.7,5
CONV-00101,2026-06-09 17:52:00,CUST-8123,"Customer: Hello, Please cancel my order, I don't need it anymore.
Bot: You can close your account under Settings > Account > Close account. Would you like me to do it for you?
Customer: Great, that worked. Thanks!
Bot: You're welcome! Have a great day.",Cancellation,messaging,True,False,4.4,4
CONV-00224,2026-06-09 19:06:00,CUST-9727,"Customer: I received the wrong item in my order.
Bot: Sorry about that. I've arranged a free pickup and a replacement for the correct item.
Customer: That solved it, thanks.
Bot: You're welcome! Have a great day.",Order/Transaction,mobile_app,True,False,5.2,4
CONV-00230,2026-06-10 08:53:00,CUST-1009,"Customer: Hey, Please cancel my order, I don't need it anymore.
Bot: Before you go, you're eligible for a 20% discount for the next three months. Would you like to apply it?
Customer: Thanks, that's helpful.
Bot: Glad I could help! Is there anything else I can do for you?",Cancellation,web,True,False,3.2,4
CONV-00210,2026-06-10 14:06:00,CUST-6881,"Customer: Hi, I was charged twice for my subscription this month.
Bot: Your payment is confirmed. The invoice status updates within 24 hours; I've refreshed it for you now.
Customer: That solved it, thanks.
Bot: Happy to help. Your issue has been marked as resolved.",Billing,web,True,False,3.6,4
CONV-00178,2026-06-11 22:26:00,CUST-7304,"Customer: Pages are loading really slowly for me today.
Bot: I can help with that. Could you share a few more details?
Customer: Still getting the same error. This is the third time I'm trying.
Bot: We had a brief service disruption that is now fixed. Could you try again?
Customer: Perfect, thank you so much.
Bot: You're welcome! Have a great day.",Technical Issue,mobile_app,True,False,4.6,6
CONV-00237,2026-06-12 07:11:00,CUST-2307,"Customer: Does the app work offline?
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: That's not what I asked, I wanted to know about the size.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: Never mind.",Product Information,mobile_app,False,False,2.4,5
CONV-00057,2026-06-12 12:10:00,CUST-9348,"Customer: Please cancel my order, I don't need it anymore.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: I've asked to cancel twice now.
Bot: Your order has been cancelled and any payment will be refunded to the original method.
Customer: Transfer me to customer service, this bot isn't helping.
Bot: I'm transferring you to a human agent now. Please hold on.
Agent: Hi, I'm from the customer care team. I've cancelled your plan and confirmed no further charges will be made.
Customer: Finally, thanks.",Cancellation,mobile_app,True,True,16.0,8
CONV-00200,2026-06-12 12:23:00,CUST-6574,"Customer: Hi. Can I get a refund instead of store credit?
Bot: I'm sorry the product was damaged. I've initiated a full refund; no return is needed.
Customer: Great, that worked. Thanks!
Bot: You're welcome! Have a great day.",Refund,messaging,True,False,2.2,4
CONV-00231,2026-06-13 11:07:00,CUST-7201,"Customer: Hi. How do I track my shipment?
Bot: I understand. Let me check that for you.
Customer: It's been more than 7 days and the money still hasn't come back.
Bot: Your order is out for delivery and should arrive today. You can track it under Orders > Track shipment.
Customer: Transfer me to customer service, this bot isn't helping.
Bot: I'm transferring you to a human agent now. Please hold on.
Agent: Hi, I'm from the orders team. I've contacted the courier and your package will be delivered tomorrow.
Customer: Okay, thank you for fixing it.",Order/Transaction,messaging,True,True,17.0,8
CONV-00059,2026-06-13 18:36:00,CUST-1525,"Customer: Hi. I received the wrong item in my order.
Bot: Your order is out for delivery and should arrive today. You can track it under Orders > Track shipment.
Customer: Perfect, thank you so much.
Bot: You're welcome! Have a great day.",Order/Transaction,web,True,False,2.8,4
CONV-00185,2026-06-14 07:55:00,CUST-1106,"Customer: Hi. Does the app work offline?
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: Can you be more specific about the limits?
Bot: The product comes with a 12-month warranty covering manufacturing defects.
Customer: That solved it, thanks.
Bot: You're welcome! Have a great day.",Product Information,mobile_app,True,False,5.0,6
CONV-00211,2026-06-14 15:58:00,CUST-3286,"Customer: Why is my bill higher than usual this month?
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: I already checked the invoices page, the extra charge is still there.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: This isn't helping. Forget it.",Billing,messaging,False,False,5.2,5
CONV-00061,2026-06-14 18:46:00,CUST-1525,"Customer: Hey, What's the difference between the basic and pro plans?
Bot: I can help with that. Could you share a few more details?
Customer: That's not what I asked, I wanted to know about the size.
Bot: Yes, we ship to most countries. Shipping costs are shown at checkout.
Customer: That solved it, thanks.
Bot: Glad I could help! Is there anything else I can do for you?",Product Information,web,True,False,2.1,6
CONV-00221,2026-06-15 12:24:00,CUST-1525,"Customer: Hi. My order status hasn't changed in four days.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: The tracking page just says 'in transit' and nothing else.
Bot: I've updated the delivery address. You'll receive a confirmation email shortly.
Customer: Perfect, thank you so much.
Bot: Happy to help. Your issue has been marked as resolved.",Order/Transaction,web,True,False,2.9,6
CONV-00148,2026-06-15 13:30:00,CUST-8517,"Customer: Hey, The two-factor code isn't coming through to my phone.
Bot: I've sent a new password reset link. Please check your spam folder as well; the link is valid for 30 minutes.
Customer: Great, that worked. Thanks!
Bot: Glad I could help! Is there anything else I can do for you?",Account/Login,web,True,False,2.4,4
CONV-00123,2026-06-15 17:32:00,CUST-1319,"Customer: Hi. My payment went through but the invoice still shows as unpaid.
Bot: I understand. Let me check that for you.
Customer: That's not what I asked. I was charged twice, not once.
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: Hi. My payment went through but the invoice still shows as unpaid.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: I need to speak with a human, this is urgent.
Bot: Sorry, all our agents are busy right now. Please try again later.
Customer: Still not working. I give up.",Billing,web,False,False,5.2,9
CONV-00074,2026-06-15 17:42:00,CUST-9830,"Customer: Your delivery partner was rude and left my parcel outside in the rain.
Bot: I'm really sorry about your experience. I've logged a formal complaint and a team member will follow up within 24 hours.
Customer: Thanks, that's helpful.
Bot: Glad I could help! Is there anything else I can do for you?",Complaint,messaging,True,False,2.1,4
CONV-00149,2026-06-17 13:25:00,CUST-1949,"Customer: What are your customer support hours?
Bot: The privacy policy is linked at the bottom of every page.
Customer: Perfect, thank you so much.
Bot: Happy to help. Your issue has been marked as resolved.",General Query,web,True,False,5.6,4
CONV-00060,2026-06-17 18:14:00,CUST-6107,"Customer: I'm really frustrated, the product stopped working after one week.
Bot: I can help with that. Could you share a few more details?
Customer: You're not listening. This is the same problem again.
Bot: I understand. Let me check that for you.
Customer: Useless. I'll try again later.",Complaint,web,False,False,4.4,5
CONV-00097,2026-06-18 07:57:00,CUST-9751,"Customer: Hi. I need a copy of my invoice for last month for my records.
Bot: Your bill includes a one-time plan upgrade charge from the 12th. You can view the itemised invoice under Billing > Invoices.
Customer: That solved it, thanks.
Bot: You're welcome! Have a great day.",Billing,web,True,False,1.9,4
CONV-00118,2026-06-18 20:15:00,CUST-9785,"Customer: Hi, I was charged twice for my subscription this month.
Bot: I can see a duplicate charge on your account. I've raised a reversal and it should reflect in 3-5 business days.
Customer: Okay, got it. Thanks for the help.
Bot: You're welcome! Have a great day.",Billing,mobile_app,True,False,5.8,4
CONV-00126,2026-06-18 22:55:00,CUST-9279,"Customer: Hi. My order status hasn't changed in four days.
Bot: Failed payments are automatically reversed by the bank within 5-7 business days.
Customer: That solved it, thanks.
Bot: Happy to help. Your issue has been marked as resolved.",Order/Transaction,mobile_app,True,False,5.3,4
CONV-00098,2026-06-19 21:04:00,CUST-5342,"Customer: Hello, The two-factor code isn't coming through to my phone.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: I still haven't received the reset email.
Bot: You can update your email under Settings > Profile. You'll get a verification link at the new address.
Customer: I want to talk to a human agent.
Bot: I'm transferring you to a human agent now. Please hold on.
Agent: Hi, I'm from the account security team. I've verified your identity and reset your login manually.
Customer: Okay, thank you for fixing it.",Account/Login,mobile_app,True,True,20.5,8
CONV-00025,2026-06-20 14:17:00,CUST-1916,"Customer: What's the difference between the basic and pro plans?
Bot: Yes, we ship to most countries. Shipping costs are shown at checkout.
Customer: Thanks, that's helpful.
Bot: You're welcome! Have a great day.",Product Information,web,True,False,3.5,4
CONV-00184,2026-06-20 15:40:00,CUST-6573,"Customer: Hey, The export button isn't working, nothing downloads.
Bot: Please check that notifications are enabled for the app in your phone settings.
Customer: Perfect, thank you so much.
Bot: Happy to help. Your issue has been marked as resolved.",Technical Issue,web,True,False,3.4,4
CONV-00204,2026-06-21 07:21:00,CUST-3266,"Customer: Hi. Pages are loading really slowly for me today.
Bot: I understand. Let me check that for you.
Customer: I already updated the app and cleared the cache, it still crashes.
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: Hi. Pages are loading really slowly for me today.
Bot: I understand. Let me check that for you.
Customer: I need to speak with a human, this is urgent.
Bot: Sorry, all our agents are busy right now. Please try again later.
Customer: Still not working. I give up.",Technical Issue,mobile_app,False,False,1.5,9
CONV-00222,2026-06-21 10:59:00,CUST-7482,"Customer: Hello, Do you ship internationally?
Bot: I can help with that. Could you share a few more details?
Customer: That's not what I asked, I wanted to know about the size.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: Useless. I'll try again later.",Product Information,mobile_app,False,False,3.7,5
CONV-00161,2026-06-21 11:47:00,CUST-8019,"Customer: I need a copy of my invoice for last month for my records.
Bot: I can help with that. Could you share a few more details?
Customer: That's not what I asked. I was charged twice, not once.
Bot: The late fee was applied because the payment was received after the due date. I've applied a one-time courtesy waiver.
Customer: Perfect, thank you so much.
Bot: You're welcome! Have a great day.",Billing,web,True,False,3.3,6
CONV-00130,2026-06-21 14:03:00,CUST-7482,"Customer: How do I close my account permanently?
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: The cancel button doesn't work on the settings page.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: How do I close my account permanently?
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: I need to speak with a human, this is urgent.
Bot: Sorry, all our agents are busy right now. Please try again later.
Customer: Useless. I'll try again later.",Cancellation,mobile_app,False,False,2.0,9
CONV-00153,2026-06-22 08:33:00,CUST-7873,"Customer: Please cancel my order, I don't need it anymore.
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: I don't want a discount, I just want to cancel.
Bot: Before you go, you're eligible for a 20% discount for the next three months. Would you like to apply it?
Customer: Perfect, thank you so much.
Bot: Happy to help. Your issue has been marked as resolved.",Cancellation,messaging,True,False,1.7,6
CONV-00115,2026-06-22 15:41:00,CUST-6107,"Customer: Can I get a refund instead of store credit?
Bot: I can help with that. Could you share a few more details?
Customer: It has been more than 7 business days already.
Bot: I've created a ticket and escalated this to our specialist team. They will contact you by email within 24 hours.
Customer: I'll wait for the follow-up, but I'm not happy.",Refund,mobile_app,False,True,15.6,5
CONV-00054,2026-06-23 11:31:00,CUST-2519,"Customer: Hey, Do you ship internationally?
Bot: The product comes with a 12-month warranty covering manufacturing defects.
Customer: That solved it, thanks.
Bot: Happy to help. Your issue has been marked as resolved.",Product Information,mobile_app,True,False,5.8,4
CONV-00183,2026-06-23 11:44:00,CUST-2169,"Customer: Hello, Notifications stopped working on my phone.
Bot: I can help with that. Could you share a few more details?
Customer: I already updated the app and cleared the cache, it still crashes.
Bot: Please check that notifications are enabled for the app in your phone settings.
Customer: Great, that worked. Thanks!
Bot: You're welcome! Have a great day.",Technical Issue,web,True,False,5.4,6
CONV-00021,2026-06-23 17:29:00,CUST-7227,"Customer: Pages are loading really slowly for me today.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: I already updated the app and cleared the cache, it still crashes.
Bot: Please check that notifications are enabled for the app in your phone settings.
Customer: Thanks, that's helpful.
Bot: Happy to help. Your issue has been marked as resolved.",Technical Issue,mobile_app,True,False,3.5,6
CONV-00188,2026-06-23 18:16:00,CUST-7201,"Customer: Hey, Please cancel my order, I don't need it anymore.
Bot: You can close your account under Settings > Account > Close account. Would you like me to do it for you?
Customer: Okay, got it. Thanks for the help.
Bot: Glad I could help! Is there anything else I can do for you?",Cancellation,web,True,False,1.9,4
CONV-00064,2026-06-23 20:07:00,CUST-7572,"Customer: I'm very unhappy with how my issue has been handled.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: You're not listening. This is the same problem again.
Bot: I'm really sorry about your experience. I've logged a formal complaint and a team member will follow up within 24 hours.
Customer: I want to talk to a human agent.
Bot: I'm transferring you to a human agent now. Please hold on.
Agent: I'm sorry for the repeated trouble. I've arranged a replacement and a goodwill credit.
Customer: Okay. I hope it actually gets fixed this time.",Complaint,messaging,False,True,21.3,8
CONV-00019,2026-06-24 10:46:00,CUST-7126,"Customer: Do you have a loyalty programme?
Bot: I understand. Let me check that for you.
Customer: I meant weekend hours specifically.
Bot: Yes, you earn points on every purchase. You can see your balance under Rewards.
Customer: Thanks, that's helpful.
Bot: You're welcome! Have a great day.",General Query,web,True,False,5.6,6
CONV-00198,2026-06-24 12:07:00,CUST-6881,"Customer: Hi. My payment went through but the invoice still shows as unpaid.
Bot: I can see a duplicate charge on your account. I've raised a reversal and it should reflect in 3-5 business days.
Customer: Okay, got it. Thanks for the help.
Bot: Happy to help. Your issue has been marked as resolved.",Billing,mobile_app,True,False,1.6,4
CONV-00044,2026-06-24 13:27:00,CUST-6977,"Customer: Hey, How do I change the email address on my account?
Bot: I can help with that. Could you share a few more details?
Customer: The code still isn't coming. I've tried three times already.
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: Never mind.",Account/Login,mobile_app,False,False,2.0,5
CONV-00070,2026-06-24 16:29:00,CUST-9935,"Customer: Do you ship internationally?
Bot: The pro plan adds team accounts, advanced reports and higher usage limits. You can compare plans on the pricing page.
Customer: Thanks, that's helpful.
Bot: Glad I could help! Is there anything else I can do for you?",Product Information,web,True,False,4.4,4
CONV-00099,2026-06-25 09:33:00,CUST-4257,"Customer: Hey, How long does a refund take?
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: I don't want store credit, I want my money back.
Bot: I can help with that. Could you share a few more details?
Customer: Transfer me to customer service, this bot isn't helping.
Bot: Sorry, all our agents are busy right now. Please try again later.
Customer: Useless. I'll try again later.",Refund,messaging,False,False,5.9,7
CONV-00091,2026-06-25 09:41:00,CUST-3646,"Customer: Cancel my plan before the next renewal date.
Bot: I can help with that. Could you share a few more details?
Customer: I've asked to cancel twice now.
Bot: I understand. Let me check that for you.
Customer: Useless. I'll try again later.",Cancellation,web,False,False,4.5,5
CONV-00020,2026-06-25 19:43:00,CUST-5803,"Customer: How do I track my shipment?
Bot: Failed payments are automatically reversed by the bank within 5-7 business days.
Customer: Perfect, thank you so much.
Bot: You're welcome! Have a great day.",Order/Transaction,mobile_app,True,False,4.9,4
CONV-00065,2026-06-25 20:37:00,CUST-8527,"Customer: Hello, Why is my bill higher than usual this month?
Bot: Your payment is confirmed. The invoice status updates within 24 hours; I've refreshed it for you now.
Customer: That solved it, thanks.
Bot: You're welcome! Have a great day.",Billing,messaging,True,False,4.8,4
CONV-00079,2026-06-26 09:17:00,CUST-8668,"Customer: How long does a refund take?
Bot: Refunds are issued to the original payment method within 5-7 business days after we receive the return.
Customer: Thanks, that's helpful.
Bot: Glad I could help! Is there anything else I can do for you?",Refund,web,True,False,3.5,4
CONV-00011,2026-06-27 15:32:00,CUST-4582,"Customer: Hi, I was charged twice for my subscription this month.
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: I already checked the invoices page, the extra charge is still there.
Bot: The late fee was applied because the payment was received after the due date. I've applied a one-time courtesy waiver.
Customer: I need to speak with a human, this is urgent.
Bot: I'm transferring you to a human agent now. Please hold on.
Agent: Hi, this is a support specialist. I've reviewed your billing history and issued a refund for the duplicate charge.
Customer: I'll wait for the follow-up, but I'm not happy.",Billing,web,False,True,22.2,8
CONV-00234,2026-06-27 19:02:00,CUST-6820,"Customer: I've contacted support four times about the same problem and it's still not fixed.
Bot: I understand. Let me check that for you.
Customer: I don't want an apology, I want this fixed.
Bot: I'm really sorry about your experience. I've logged a formal complaint and a team member will follow up within 24 hours.
Customer: Please connect me to a live agent.
Bot: I'm transferring you to a human agent now. Please hold on.
Agent: I'm sorry for the repeated trouble. I've arranged a replacement and a goodwill credit.
Customer: Okay, thank you for fixing it.",Complaint,web,True,True,21.3,8
CONV-00223,2026-06-28 09:22:00,CUST-2824,"Customer: I'm not able to sign in on the mobile app.
Bot: I can help with that. Could you share a few more details?
Customer: The code still isn't coming. I've tried three times already.
Bot: You can update your email under Settings > Profile. You'll get a verification link at the new address.
Customer: Transfer me to customer service, this bot isn't helping.
Bot: I'm transferring you to a human agent now. Please hold on.
Agent: Hi, I'm from the account security team. I've verified your identity and reset your login manually.
Customer: Thank you, that's sorted then.",Account/Login,web,True,True,8.4,8
CONV-00170,2026-06-28 14:28:00,CUST-8123,"Customer: The app keeps crashing when I open my dashboard.
Bot: I can help with that. Could you share a few more details?
Customer: Still getting the same error. This is the third time I'm trying.
Bot: Sorry, I didn't quite get that. Could you rephrase your question?
Customer: Never mind.",Technical Issue,mobile_app,False,False,3.2,5
CONV-00083,2026-06-28 18:05:00,CUST-5552,"Customer: Can I change the delivery address for my order?
Bot: Failed payments are automatically reversed by the bank within 5-7 business days.
Customer: Thanks, that's helpful.
Bot: You're welcome! Have a great day.",Order/Transaction,web,True,False,3.5,4
CONV-00077,2026-06-29 16:58:00,CUST-1409,"Customer: Hey, Please cancel my order, I don't need it anymore.
Bot: I've cancelled your subscription. You'll keep access until the end of the current billing period.
Customer: Perfect, thank you so much.
Bot: You're welcome! Have a great day.",Cancellation,web,True,False,3.0,4
CONV-00050,2026-06-30 12:19:00,CUST-1106,"Customer: I want a refund for a product that arrived damaged.
Bot: Here is an article that might help: Help Centre > Getting started.
Customer: I don't want store credit, I want my money back.
Bot: The difference is the original shipping fee, which is non-refundable under our policy.
Customer: I want to talk to a human agent.
Bot: I'm transferring you to a human agent now. Please hold on.
Agent: Hi, I'm a refunds specialist. I've escalated your refund to priority processing; you'll receive it within 48 hours.
Customer: I'll wait for the follow-up, but I'm not happy.",Refund,web,False,True,16.8,8
CONV-00026,2026-06-30 13:04:00,CUST-3591,"Customer: The website is showing an error 500 when I try to check out.
Bot: I understand. Let me check that for you.
Customer: Nothing has changed, it's still not working.
Bot: I've created a ticket and escalated this to our specialist team. They will contact you by email within 24 hours.
Customer: I'll wait for the follow-up, but I'm not happy.",Technical Issue,web,False,True,12.7,5
CONV-00128,2026-06-30 13:44:00,CUST-6155,"Customer: Hello, My account is locked after too many attempts.
Bot: Your account has been unlocked. You can try signing in again now.
Customer: Okay, got it. Thanks for the help.
Bot: You're welcome! Have a great day.",Account/Login,web,True,False,4.7,4
CONV-00051,2026-06-30 15:26:00,CUST-8433,"Customer: I'm very unhappy with how my issue has been handled.
Bot: I apologise for the inconvenience. I've shared your feedback with the delivery team and added a credit to your account.
Customer: Okay, got it. Thanks for the help.
Bot: Happy to help. Your issue has been marked as resolved.",Complaint,web,True,False,5.3,4
CONV-00109,2026-06-30 21:13:00,CUST-1916,"Customer: Hello, Can you explain the late fee on my latest bill?
Bot: I can see a duplicate charge on your account. I've raised a reversal and it should reflect in 3-5 business days.
Customer: Okay, got it. Thanks for the help.
Bot: You're welcome! Have a great day.",Billing,mobile_app,True,False,6.0,4
